  Title : 700nm1
  Version : 2 972 M
  Revision : 12 bits ADC
  Date : 2020-11-16
  Time : 17:27:24
  Author : Unknown
  Company : Unknown
  Contents :
  
*BLOCK 1 Decay  ( Time[ns]  No_of_photons )
23.618143 0
23.624251 0
23.630358 0
23.636466 0
23.642574 0
23.648681 0
23.654789 0
23.660897 0
23.667004 0
23.673112 0
23.679219 0
23.685327 0
23.691435 0
23.697542 0
23.703650 0
23.709757 0
23.715865 0
23.721973 0
23.728080 0
23.734188 0
23.740296 0
23.746403 0
23.752511 0
23.758618 0
23.764726 0
23.770834 0
23.776941 0
23.783049 0
23.789156 0
23.795264 0
23.801372 0
23.807479 0
23.813587 0
23.819695 0
23.825802 0
23.831910 0
23.838017 0
23.844125 0
23.850233 0
23.856340 0
23.862448 0
23.868555 0
23.874663 0
23.880771 0
23.886878 0
23.892986 0
23.899094 0
23.905201 0
23.911309 0
23.917416 0
23.923524 0
23.929632 0
23.935739 0
23.941847 0
23.947954 0
23.954062 0
23.960170 0
23.966277 0
23.972385 0
23.978492 0
23.984600 0
23.990708 0
23.996815 0
24.002923 0
24.009031 0
24.015138 0
24.021246 0
24.027353 0
24.033461 0
24.039569 0
24.045676 0
24.051784 0
24.057891 0
24.063999 0
24.070107 0
24.076214 0
24.082322 0
24.088430 0
24.094537 0
24.100645 0
24.106752 0
24.112860 0
24.118968 0
24.125075 0
24.131183 0
24.137290 0
24.143398 0
24.149506 0
24.155613 0
24.161721 0
24.167829 0
24.173936 0
24.180044 0
24.186151 0
24.192259 0
24.198367 0
24.204474 0
24.210582 0
24.216689 0
24.222797 0
24.228905 0
24.235012 0
24.241120 0
24.247228 0
24.253335 0
24.259443 0
24.265550 0
24.271658 0
24.277766 0
24.283873 0
24.289981 0
24.296088 0
24.302196 0
24.308304 0
24.314411 0
24.320519 0
24.326626 0
24.332734 0
24.338842 0
24.344949 0
24.351057 0
24.357165 0
24.363272 0
24.369380 0
24.375487 0
24.381595 0
24.387703 0
24.393810 0
24.399918 0
24.406025 0
24.412133 0
24.418241 0
24.424348 0
24.430456 0
24.436564 0
24.442671 0
24.448779 0
24.454886 0
24.460994 0
24.467102 0
24.473209 0
24.479317 0
24.485424 0
24.491532 0
24.497640 0
24.503747 0
24.509855 0
24.515963 0
24.522070 0
24.528178 0
24.534285 0
24.540393 0
24.546501 0
24.552608 0
24.558716 0
24.564823 0
24.570931 0
24.577039 0
24.583146 0
24.589254 0
24.595361 0
24.601469 0
24.607577 0
24.613684 0
24.619792 0
24.625900 0
24.632007 0
24.638115 0
24.644222 0
24.650330 0
24.656438 0
24.662545 0
24.668653 0
24.674760 0
24.680868 0
24.686976 0
24.693083 0
24.699191 0
24.705299 0
24.711406 0
24.717514 0
24.723621 0
24.729729 0
24.735837 0
24.741944 0
24.748052 0
24.754159 0
24.760267 0
24.766375 0
24.772482 0
24.778590 0
24.784698 0
24.790805 0
24.796913 0
24.803020 0
24.809128 0
24.815236 0
24.821343 0
24.827451 0
24.833558 0
24.839666 0
24.845774 0
24.851881 0
24.857989 0
24.864097 0
24.870204 0
24.876312 0
24.882419 0
24.888527 0
24.894635 0
24.900742 0
24.906850 0
24.912957 0
24.919065 0
24.925173 0
24.931280 0
24.937388 0
24.943495 0
24.949603 0
24.955711 0
24.961818 0
24.967926 0
24.974034 0
24.980141 0
24.986249 0
24.992356 0
24.998464 0
25.004572 0
25.010679 0
*END
